cotacaoCompra;cotacaoVenda;data
2.0233;2.0239;2013-04-03
2.0195;2.0201;2013-04-04
2.0029;2.0035;2013-04-05
1.9897;1.9902;2013-04-08
1.9855;1.9861;2013-04-09
1.9804;1.981;2013-04-10
1.9731;1.9736;2013-04-11
1.9755;1.9761;2013-04-12
1.9784;1.979;2013-04-15
1.9897;1.9903;2013-04-16
1.9933;1.9939;2013-04-17
2.0146;2.0152;2013-04-18
2.0084;2.0089;2013-04-19
2.0148;2.0154;2013-04-22
2.0164;2.017;2013-04-23
2.0238;2.0244;2013-04-24
2.0114;2.0119;2013-04-25
1.9995;2.0001;2013-04-26
1.9993;1.9999;2013-04-29
2.0011;2.0017;2013-04-30
2.0089;2.0095;2013-05-02
2.0088;2.0093;2013-05-03
2.0137;2.0143;2013-05-06
2.0104;2.011;2013-05-07
2.0024;2.003;2013-05-08
2.0046;2.0051;2013-05-09
2.0225;2.0231;2013-05-10
2.0144;2.015;2013-05-13
2.0057;2.0063;2013-05-14
2.0227;2.0233;2013-05-15
2.0249;2.0254;2013-05-16
2.0348;2.0354;2013-05-17
2.0328;2.0333;2013-05-20
2.0396;2.0402;2013-05-21
2.0381;2.0387;2013-05-22
2.0531;2.0537;2013-05-23
2.0489;2.0495;2013-05-24
2.0521;2.0527;2013-05-27
2.061;2.0616;2013-05-28
2.0888;2.0894;2013-05-29
2.1314;2.1319;2013-05-31
2.1349;2.1355;2013-06-03
2.1276;2.1282;2013-06-04
2.1229;2.1235;2013-06-05
2.1244;2.125;2013-06-06
2.1367;2.1372;2013-06-07
2.1501;2.1506;2013-06-10
2.1515;2.1521;2013-06-11
2.1415;2.142;2013-06-12
2.1441;2.1447;2013-06-13
2.1361;2.1367;2013-06-14
2.1532;2.1538;2013-06-17
2.17;2.1706;2013-06-18
2.1738;2.1744;2013-06-19
2.2517;2.2523;2013-06-20
2.2642;2.2648;2013-06-21
2.2509;2.2515;2013-06-24
2.218;2.2185;2013-06-25
2.1969;2.1975;2013-06-26
2.184;2.1846;2013-06-27
2.215;2.2156;2013-06-28
2.2292;2.2297;2013-07-01
2.2407;2.2412;2013-07-02
2.2628;2.2634;2013-07-03
2.2589;2.2595;2013-07-04
2.2639;2.2645;2013-07-05
2.2577;2.2583;2013-07-08
2.2615;2.2628;2013-07-09
2.2691;2.2697;2013-07-10
2.2666;2.2672;2013-07-11
2.2664;2.267;2013-07-12
2.2543;2.2548;2013-07-15
2.2347;2.2353;2013-07-16
2.2366;2.2372;2013-07-17
2.2291;2.2297;2013-07-18
2.2358;2.2364;2013-07-19
2.238;2.2386;2013-07-22
2.2261;2.2267;2013-07-23
2.2342;2.2348;2013-07-24
2.2491;2.2497;2013-07-25
2.2483;2.2488;2013-07-26
2.2603;2.2609;2013-07-29
2.2729;2.2734;2013-07-30
2.2897;2.2903;2013-07-31
2.2908;2.2914;2013-08-01
2.2927;2.2933;2013-08-02
2.3004;2.301;2013-08-05
2.2949;2.2955;2013-08-06
2.3022;2.3028;2013-08-07
2.2876;2.2882;2013-08-08
2.2743;2.2748;2013-08-09
2.2716;2.2722;2013-08-12
2.3029;2.3035;2013-08-13
2.3112;2.3118;2013-08-14
2.3428;2.3434;2013-08-15
2.3559;2.3565;2013-08-16
2.3974;2.398;2013-08-19
2.3937;2.3943;2013-08-20
2.4163;2.4169;2013-08-21
2.4451;2.4457;2013-08-22
2.3862;2.3868;2013-08-23
2.3699;2.3705;2013-08-26
2.3992;2.3998;2013-08-27
2.3509;2.3515;2013-08-28
2.3572;2.3578;2013-08-29
2.3719;2.3725;2013-08-30
2.3637;2.3643;2013-09-02
2.3891;2.3897;2013-09-03
2.3532;2.3538;2013-09-04
2.3308;2.3314;2013-09-05
2.2973;2.2979;2013-09-06
2.2862;2.2868;2013-09-09
2.2773;2.2779;2013-09-10
2.2941;2.2947;2013-09-11
2.2763;2.2769;2013-09-12
2.2779;2.2785;2013-09-13
2.2643;2.2649;2013-09-16
2.2611;2.2617;2013-09-17
2.2483;2.2489;2013-09-18
2.2029;2.2036;2013-09-19
2.2047;2.2053;2013-09-20
2.2026;2.2033;2013-09-23
2.2025;2.2031;2013-09-24
2.2218;2.2224;2013-09-25
2.2279;2.2285;2013-09-26
2.2565;2.2571;2013-09-27
2.2294;2.23;2013-09-30
2.2118;2.2123;2013-10-01
2.2082;2.2088;2013-10-02
2.2063;2.2069;2013-10-03
2.2045;2.2051;2013-10-04
2.2081;2.2087;2013-10-07
2.201;2.2016;2013-10-08
2.2048;2.2054;2013-10-09
2.1844;2.185;2013-10-10
2.1815;2.1821;2013-10-11
2.1811;2.1817;2013-10-14
2.1812;2.1818;2013-10-15
2.1623;2.1629;2013-10-16
2.1605;2.1611;2013-10-17
2.161;2.1616;2013-10-18
2.1732;2.1738;2013-10-21
2.1754;2.176;2013-10-22
2.1821;2.1826;2013-10-23
2.1997;2.2003;2013-10-24
2.1842;2.1848;2013-10-25
2.184;2.1846;2013-10-28
2.1798;2.1804;2013-10-29
2.1882;2.1888;2013-10-30
2.202;2.2026;2013-10-31
2.2462;2.2468;2013-11-01
2.242;2.2426;2013-11-04
2.2741;2.2747;2013-11-05
2.2779;2.2785;2013-11-06
2.2819;2.2825;2013-11-07
2.3164;2.317;2013-11-08
2.3136;2.3142;2013-11-11
2.3356;2.3362;2013-11-12
2.3228;2.3234;2013-11-13
2.3283;2.3289;2013-11-14
2.2822;2.2828;2013-11-18
2.2656;2.2662;2013-11-19
2.2713;2.2726;2013-11-20
2.3061;2.3067;2013-11-21
2.2906;2.2913;2013-11-22
2.2865;2.2871;2013-11-25
2.3034;2.304;2013-11-26
2.3052;2.3058;2013-11-27
2.3202;2.3208;2013-11-28
2.3243;2.3249;2013-11-29
2.3443;2.3449;2013-12-02
2.3552;2.3558;2013-12-03
2.3734;2.374;2013-12-04
2.3741;2.3747;2013-12-05
2.3519;2.3525;2013-12-06
2.3218;2.3225;2013-12-09
2.3096;2.3102;2013-12-10
2.3256;2.3262;2013-12-11
2.3333;2.3338;2013-12-12
2.3348;2.3354;2013-12-13
2.3249;2.3255;2013-12-16
2.3215;2.3221;2013-12-17
2.3268;2.3274;2013-12-18
2.3522;2.3528;2013-12-19
2.3811;2.3817;2013-12-20
2.37;2.3706;2013-12-23
2.3543;2.3554;2013-12-24
2.3501;2.3507;2013-12-26
2.3532;2.3538;2013-12-27
2.342;2.3426;2013-12-30
2.342;2.3426;2013-12-31
2.3969;2.3975;2014-01-02
2.3734;2.3741;2014-01-03
2.3783;2.3789;2014-01-06
2.3628;2.3634;2014-01-07
2.3773;2.3779;2014-01-08
2.3954;2.396;2014-01-09
2.3813;2.3819;2014-01-10
2.3485;2.3491;2014-01-13
2.3611;2.3617;2014-01-14
2.3465;2.347;2014-01-15
2.3677;2.3683;2014-01-16
2.3595;2.3601;2014-01-17
2.3329;2.3335;2014-01-20
2.3602;2.3608;2014-01-21
2.3595;2.3601;2014-01-22
2.3755;2.3761;2014-01-23
2.4123;2.4129;2014-01-24
2.4038;2.4044;2014-01-27
2.4159;2.4165;2014-01-28
2.439;2.4397;2014-01-29
2.4218;2.4224;2014-01-30
2.4257;2.4263;2014-01-31
2.4084;2.409;2014-02-03
2.4171;2.4177;2014-02-04
2.4101;2.4106;2014-02-05
2.4035;2.4041;2014-02-06
2.3811;2.3817;2014-02-07
2.393;2.3936;2014-02-10
2.407;2.4076;2014-02-11
2.408;2.4086;2014-02-12
2.4232;2.4238;2014-02-13
2.3919;2.3924;2014-02-14
2.3864;2.387;2014-02-17
2.3977;2.3983;2014-02-18
2.398;2.3986;2014-02-19
2.3793;2.3799;2014-02-20
2.3619;2.3625;2014-02-21
2.3385;2.3391;2014-02-24
2.3361;2.3367;2014-02-25
2.3448;2.3454;2014-02-26
2.3431;2.3436;2014-02-27
2.3327;2.3334;2014-02-28
2.3234;2.324;2014-03-05
2.3088;2.3094;2014-03-06
2.3376;2.3382;2014-03-07
2.3404;2.341;2014-03-10
2.3455;2.3461;2014-03-11
2.3643;2.3649;2014-03-12
2.348;2.3486;2014-03-13
2.3631;2.3638;2014-03-14
2.3513;2.3518;2014-03-17
2.3516;2.3522;2014-03-18
2.3333;2.3338;2014-03-19
2.3414;2.342;2014-03-20
2.3239;2.3245;2014-03-21
2.3242;2.3248;2014-03-24
2.3118;2.3124;2014-03-25
2.3113;2.3119;2014-03-26
2.2824;2.283;2014-03-27
2.2597;2.2603;2014-03-28
2.2624;2.263;2014-03-31
2.2614;2.262;2014-04-01
2.2705;2.2711;2014-04-02
2.2805;2.2811;2014-04-03
2.2414;2.242;2014-04-04
2.232;2.2326;2014-04-07
2.1968;2.1974;2014-04-08
2.2105;2.2111;2014-04-09
2.1982;2.1987;2014-04-10
2.2053;2.2059;2014-04-11
2.209;2.2096;2014-04-14
2.2251;2.2257;2014-04-15
2.2336;2.2342;2014-04-16
2.2476;2.2482;2014-04-17
2.2443;2.2449;2014-04-22
2.242;2.2426;2014-04-23
2.2223;2.2229;2014-04-24
2.2319;2.2325;2014-04-25
2.2364;2.237;2014-04-28
2.2193;2.2199;2014-04-29
2.2354;2.236;2014-04-30
2.2215;2.2221;2014-05-02
2.228;2.2286;2014-05-05
2.2316;2.2322;2014-05-06
2.2276;2.2282;2014-05-07
2.2101;2.2107;2014-05-08
2.2186;2.2192;2014-05-09
2.2158;2.2164;2014-05-12
2.2095;2.2101;2014-05-13
2.2123;2.2129;2014-05-14
2.216;2.2166;2014-05-15
2.2104;2.211;2014-05-16
2.2105;2.2111;2014-05-19
2.215;2.2156;2014-05-20
2.2105;2.2111;2014-05-21
2.2125;2.2131;2014-05-22
2.2181;2.2187;2014-05-23
2.2203;2.2209;2014-05-26
2.2348;2.2354;2014-05-27
2.2399;2.2405;2014-05-28
2.2245;2.2251;2014-05-29
2.2384;2.239;2014-05-30
2.2634;2.264;2014-06-02
2.2648;2.2654;2014-06-03
2.2796;2.2802;2014-06-04
2.2689;2.2695;2014-06-05
2.2439;2.2445;2014-06-06
2.233;2.2336;2014-06-09
2.229;2.2296;2014-06-10
2.2301;2.2307;2014-06-11
2.2298;2.2306;2014-06-12
2.2341;2.2347;2014-06-13
2.2307;2.2313;2014-06-16
2.248;2.2486;2014-06-17
2.2528;2.2534;2014-06-18
2.2374;2.238;2014-06-20
2.2189;2.2195;2014-06-23
2.2211;2.2217;2014-06-24
2.2046;2.2052;2014-06-25
2.2083;2.2089;2014-06-26
2.1969;2.1975;2014-06-27
2.2019;2.2025;2014-06-30
2.2048;2.2054;2014-07-01
2.2127;2.2134;2014-07-02
2.2275;2.2281;2014-07-03
2.2143;2.2149;2014-07-04
2.2195;2.2201;2014-07-07
2.2144;2.215;2014-07-08
2.2128;2.2139;2014-07-09
2.2231;2.2237;2014-07-10
2.2222;2.2228;2014-07-11
2.217;2.2176;2014-07-14
2.2189;2.2195;2014-07-15
2.2187;2.2193;2014-07-16
2.2397;2.2403;2014-07-17
2.2356;2.2362;2014-07-18
2.2232;2.2238;2014-07-21
2.2123;2.2129;2014-07-22
2.2196;2.2202;2014-07-23
2.2198;2.2204;2014-07-24
2.2287;2.2293;2014-07-25
2.2296;2.2302;2014-07-28
2.2272;2.2278;2014-07-29
2.2441;2.2447;2014-07-30
2.2668;2.2674;2014-07-31
2.26;2.2607;2014-08-01
2.2571;2.2577;2014-08-04
2.275;2.2756;2014-08-05
2.2784;2.279;2014-08-06
2.2796;2.2802;2014-08-07
2.298;2.2986;2014-08-08
2.2773;2.2779;2014-08-11
2.2764;2.277;2014-08-12
2.2686;2.2692;2014-08-13
2.2697;2.2703;2014-08-14
2.2684;2.269;2014-08-15
2.2589;2.2595;2014-08-18
2.2581;2.2587;2014-08-19
2.2544;2.255;2014-08-20
2.2576;2.2582;2014-08-21
2.2772;2.2778;2014-08-22
2.2802;2.2808;2014-08-25
2.2742;2.2748;2014-08-26
2.2585;2.2591;2014-08-27
2.2493;2.2499;2014-08-28
2.239;2.2396;2014-08-29
2.2358;2.2364;2014-09-01
2.2515;2.2521;2014-09-02
2.2313;2.2319;2014-09-03
2.235;2.2356;2014-09-04
2.241;2.2416;2014-09-05
2.2485;2.2491;2014-09-08
2.2807;2.2813;2014-09-09
2.2961;2.2967;2014-09-10
2.2874;2.288;2014-09-11
2.3244;2.3251;2014-09-12
2.3395;2.3401;2014-09-15
2.3345;2.3351;2014-09-16
2.3378;2.3384;2014-09-17
2.3661;2.3668;2014-09-18
2.365;2.3656;2014-09-19
2.3864;2.387;2014-09-22
2.402;2.4026;2014-09-23
2.4064;2.407;2014-09-24
2.4078;2.4085;2014-09-25
2.4304;2.431;2014-09-26
2.4516;2.4522;2014-09-29
2.4504;2.451;2014-09-30
2.4617;2.4623;2014-10-01
2.4779;2.4785;2014-10-02
2.4926;2.4932;2014-10-03
2.4092;2.4098;2014-10-06
2.4032;2.4038;2014-10-07
2.4065;2.4072;2014-10-08
2.3908;2.3914;2014-10-09
2.4096;2.4103;2014-10-10
2.3917;2.3923;2014-10-13
2.3985;2.3991;2014-10-14
2.431;2.4316;2014-10-15
2.4763;2.477;2014-10-16
2.447;2.4477;2014-10-17
2.4548;2.4554;2014-10-20
2.4791;2.4797;2014-10-21
2.4775;2.4781;2014-10-22
2.4998;2.5004;2014-10-23
2.4799;2.4805;2014-10-24
2.5335;2.5341;2014-10-27
2.4863;2.4869;2014-10-28
2.434;2.4346;2014-10-29
2.4113;2.4119;2014-10-30
2.4436;2.4442;2014-10-31
2.4833;2.4839;2014-11-03
2.5189;2.5195;2014-11-04
2.5162;2.5168;2014-11-05
2.5319;2.5325;2014-11-06
2.5715;2.5721;2014-11-07
2.5384;2.539;2014-11-10
2.5638;2.5644;2014-11-11
2.5544;2.555;2014-11-12
2.5719;2.5725;2014-11-13
2.6129;2.6136;2014-11-14
2.6029;2.6035;2014-11-17
2.5961;2.5967;2014-11-18
2.5843;2.5849;2014-11-19
2.544;2.545;2014-11-20
2.5384;2.5391;2014-11-21
2.5276;2.5282;2014-11-24
2.523;2.5237;2014-11-25
2.5097;2.5103;2014-11-26
2.5059;2.5065;2014-11-27
2.5595;2.5601;2014-11-28
2.5618;2.5624;2014-12-01
2.5658;2.5664;2014-12-02
2.5601;2.5607;2014-12-03
2.5791;2.5797;2014-12-04
2.5882;2.5888;2014-12-05
2.5917;2.5923;2014-12-08
2.601;2.6016;2014-12-09
2.5925;2.5931;2014-12-10
2.6265;2.6271;2014-12-11
2.6552;2.6558;2014-12-12
2.6711;2.6717;2014-12-15
2.7397;2.7403;2014-12-16
2.724;2.7246;2014-12-17
2.6669;2.6676;2014-12-18
2.648;2.6486;2014-12-19
2.652;2.6527;2014-12-22
2.6769;2.6775;2014-12-23
2.6822;2.6832;2014-12-24
2.6806;2.6812;2014-12-26
2.6777;2.6783;2014-12-29
2.6556;2.6562;2014-12-30
2.6556;2.6562;2014-12-31
2.6923;2.6929;2015-01-02
2.7101;2.7107;2015-01-05
2.7016;2.7023;2015-01-06
2.6801;2.6807;2015-01-07
2.6913;2.6919;2015-01-08
2.6577;2.6583;2015-01-09
2.6569;2.6575;2015-01-12
2.6479;2.6485;2015-01-13
2.6216;2.6222;2015-01-14
2.6116;2.6122;2015-01-15
2.6187;2.6193;2015-01-16
2.6237;2.6243;2015-01-19
2.6241;2.6247;2015-01-20
2.5961;2.5968;2015-01-21
2.5748;2.5754;2015-01-22
2.585;2.5856;2015-01-23
2.596;2.5966;2015-01-26
2.5803;2.5809;2015-01-27
2.5791;2.5797;2015-01-28
2.5954;2.596;2015-01-29
2.6617;2.6623;2015-01-30
2.6888;2.6894;2015-02-02
2.7053;2.7059;2015-02-03
2.7142;2.7148;2015-02-04
2.738;2.7386;2015-02-05
2.7635;2.7641;2015-02-06
2.7867;2.7873;2015-02-09
2.8069;2.8075;2015-02-10
2.857;2.8576;2015-02-11
2.8619;2.8625;2015-02-12
2.8385;2.8392;2015-02-13
2.8424;2.843;2015-02-18
2.8539;2.8545;2015-02-19
2.8694;2.8701;2015-02-20
2.8805;2.8811;2015-02-23
2.8643;2.8649;2015-02-24
2.864;2.8646;2015-02-25
2.8721;2.8728;2015-02-26
2.8777;2.8782;2015-02-27
2.8649;2.8655;2015-03-02
2.9045;2.9051;2015-03-03
2.9798;2.9804;2015-03-04
2.9925;2.9931;2015-03-05
3.036;3.0366;2015-03-06
3.1012;3.1018;2015-03-09
3.1293;3.1299;2015-03-10
3.1156;3.1162;2015-03-11
3.1165;3.1171;2015-03-12
3.2258;3.2264;2015-03-13
3.2251;3.2257;2015-03-16
3.2677;3.2683;2015-03-17
3.2512;3.2518;2015-03-18
3.2635;3.2642;2015-03-19
3.2417;3.2423;2015-03-20
3.1793;3.18;2015-03-23
3.1304;3.131;2015-03-24
3.1469;3.1476;2015-03-25
3.1909;3.1915;2015-03-26
3.2253;3.2259;2015-03-27
3.2595;3.2601;2015-03-30
3.2074;3.208;2015-03-31
3.1549;3.1556;2015-04-01
3.1486;3.1492;2015-04-02
3.092;3.0926;2015-04-06
3.1225;3.1231;2015-04-07
3.0828;3.0834;2015-04-08
3.0459;3.0466;2015-04-09
3.0789;3.0796;2015-04-10
3.1005;3.1011;2015-04-13
3.0874;3.088;2015-04-14
3.0675;3.0681;2015-04-15
3.0243;3.0249;2015-04-16
3.0538;3.0544;2015-04-17
3.0467;3.0473;2015-04-20
3.018;3.0186;2015-04-22
3.0077;3.0084;2015-04-23
2.9739;2.9745;2015-04-24
2.9229;2.9236;2015-04-27
2.8937;2.8943;2015-04-28
2.9369;2.9375;2015-04-29
2.993;2.9936;2015-04-30
3.0748;3.0754;2015-05-04
3.0619;3.0626;2015-05-05
3.0414;3.042;2015-05-06
3.0415;3.0421;2015-05-07
2.9959;2.9966;2015-05-08
3.0169;3.0175;2015-05-11
3.0382;3.0389;2015-05-12
3.0096;3.0103;2015-05-13
3.0026;3.0032;2015-05-14
2.9887;2.9894;2015-05-15
3.0139;3.0145;2015-05-18
3.0278;3.0284;2015-05-19
3.034;3.0347;2015-05-20
3.0289;3.0295;2015-05-21
3.0647;3.0653;2015-05-22
3.1206;3.1212;2015-05-25
3.1345;3.1351;2015-05-26
3.1734;3.174;2015-05-27
3.1741;3.1748;2015-05-28
3.1781;3.1788;2015-05-29
3.1783;3.1789;2015-06-01
3.1437;3.1443;2015-06-02
3.1178;3.1184;2015-06-03
3.1677;3.1684;2015-06-05
3.1184;3.119;2015-06-08
3.0985;3.0991;2015-06-09
3.0837;3.0843;2015-06-10
3.1508;3.1514;2015-06-11
3.1101;3.1107;2015-06-12
3.103;3.1036;2015-06-15
3.1076;3.1082;2015-06-16
3.0983;3.0989;2015-06-17
3.0466;3.0472;2015-06-18
3.0782;3.0788;2015-06-19
3.0751;3.0757;2015-06-22
3.1036;3.1042;2015-06-23
3.0846;3.0852;2015-06-24
3.1009;3.1015;2015-06-25
3.1265;3.1271;2015-06-26
3.1383;3.139;2015-06-29
3.1019;3.1026;2015-06-30
3.1185;3.1191;2015-07-01
3.1166;3.1173;2015-07-02
3.1265;3.1271;2015-07-03
3.1425;3.1431;2015-07-06
3.1803;3.1809;2015-07-07
3.2275;3.2282;2015-07-08
3.2152;3.2163;2015-07-09
3.1891;3.1897;2015-07-10
3.1588;3.1594;2015-07-13
3.1224;3.123;2015-07-14
3.1526;3.1532;2015-07-15
3.1369;3.1375;2015-07-16
3.1826;3.1832;2015-07-17
3.2143;3.2149;2015-07-20
3.1807;3.1813;2015-07-21
3.2088;3.2094;2015-07-22
3.2844;3.285;2015-07-23
3.3248;3.3254;2015-07-24
3.3551;3.3557;2015-07-27
3.3808;3.3815;2015-07-28
3.3413;3.3419;2015-07-29
3.3646;3.3652;2015-07-30
3.3934;3.394;2015-07-31
3.4419;3.4425;2015-08-03
3.4669;3.4675;2015-08-04
3.4844;3.4851;2015-08-05
3.5341;3.5347;2015-08-06
3.5175;3.5181;2015-08-07
3.4903;3.4909;2015-08-10
3.4919;3.4925;2015-08-11
3.482;3.4826;2015-08-12
3.5068;3.5074;2015-08-13
3.4755;3.4761;2015-08-14
3.4739;3.4746;2015-08-17
3.4805;3.4811;2015-08-18
3.4843;3.4849;2015-08-19
3.4745;3.4751;2015-08-20
3.489;3.4896;2015-08-21
3.5488;3.5494;2015-08-24
3.5339;3.5345;2015-08-25
3.632;3.6326;2015-08-26
3.5549;3.5555;2015-08-27
3.5784;3.579;2015-08-28
3.6461;3.6467;2015-08-31
3.6719;3.6725;2015-09-01
3.7307;3.7314;2015-09-02
3.7753;3.776;2015-09-03
3.798;3.7986;2015-09-04
3.8021;3.8028;2015-09-08
3.7864;3.787;2015-09-09
3.8691;3.8698;2015-09-10
3.8692;3.8698;2015-09-11
3.8647;3.8653;2015-09-14
3.8593;3.8599;2015-09-15
3.8361;3.8368;2015-09-16
3.8915;3.8921;2015-09-17
3.9015;3.9021;2015-09-18
3.9815;3.9821;2015-09-21
4.0419;4.0425;2015-09-22
4.1034;4.1041;2015-09-23
4.1942;4.1949;2015-09-24
3.9472;3.9479;2015-09-25
4.0093;4.0099;2015-09-28
4.1165;4.1172;2015-09-29
3.9722;3.9729;2015-09-30
3.9788;3.9794;2015-10-01
4.0003;4.001;2015-10-02
3.9135;3.9141;2015-10-05
3.8561;3.8567;2015-10-06
3.8053;3.806;2015-10-07
3.8511;3.8517;2015-10-08
3.738;3.7386;2015-10-09
3.8243;3.825;2015-10-13
3.8501;3.8507;2015-10-14
3.8337;3.8344;2015-10-15
3.8432;3.8438;2015-10-16
3.9009;3.9015;2015-10-19
3.865;3.8656;2015-10-20
3.938;3.9386;2015-10-21
3.9354;3.936;2015-10-22
3.8982;3.8988;2015-10-23
3.8575;3.8582;2015-10-26
3.9108;3.9114;2015-10-27
3.8791;3.8797;2015-10-28
3.9321;3.9328;2015-10-29
3.8582;3.8589;2015-10-30
3.812;3.8126;2015-11-03
3.768;3.7687;2015-11-04
3.7887;3.7893;2015-11-05
3.8053;3.8059;2015-11-06
3.7922;3.7928;2015-11-09
3.7975;3.7981;2015-11-10
3.732;3.7327;2015-11-11
3.799;3.7996;2015-11-12
3.8016;3.8023;2015-11-13
3.833;3.8336;2015-11-16
3.8045;3.8052;2015-11-17
3.7915;3.7921;2015-11-18
3.7435;3.7442;2015-11-19
3.7;3.701;2015-11-20
3.7224;3.7231;2015-11-23
3.7075;3.7081;2015-11-24
3.7682;3.7688;2015-11-25
3.76;3.7606;2015-11-26
3.7392;3.7399;2015-11-27
3.8499;3.8506;2015-11-30
3.8739;3.8745;2015-12-01
3.8539;3.8545;2015-12-02
3.7964;3.797;2015-12-03
3.7569;3.7575;2015-12-04
3.747;3.7476;2015-12-07
3.7915;3.7921;2015-12-08
3.7573;3.758;2015-12-09
3.7679;3.7685;2015-12-10
3.8541;3.8548;2015-12-11
3.9017;3.9023;2015-12-14
3.8697;3.8703;2015-12-15
3.9351;3.9357;2015-12-16
3.8923;3.8929;2015-12-17
3.9056;3.9062;2015-12-18
3.9825;3.9831;2015-12-21
3.9764;3.977;2015-12-22
3.9626;3.9632;2015-12-23
3.9511;3.9524;2015-12-24
3.918;3.9186;2015-12-28
3.8486;3.8492;2015-12-29
3.9042;3.9048;2015-12-30
3.9042;3.9048;2015-12-31
4.038;4.0387;2016-01-04
4.0108;4.0114;2016-01-05
4.0297;4.0303;2016-01-06
4.0469;4.0475;2016-01-07
4.0244;4.025;2016-01-08
4.0147;4.0153;2016-01-11
4.0293;4.0299;2016-01-12
3.9857;3.9863;2016-01-13
4.0217;4.0223;2016-01-14
4.0396;4.0402;2016-01-15
4.0358;4.0364;2016-01-18
4.0297;4.0303;2016-01-19
4.0855;4.0861;2016-01-20
4.1552;4.1558;2016-01-21
4.1226;4.1232;2016-01-22
4.0991;4.1002;2016-01-25
4.0961;4.0967;2016-01-26
4.0441;4.0448;2016-01-27
4.0832;4.0838;2016-01-28
4.0422;4.0428;2016-01-29
3.9979;3.9986;2016-02-01
3.9913;3.9919;2016-02-02
3.9552;3.9558;2016-02-03
3.8646;3.8653;2016-02-04
3.8969;3.8975;2016-02-05
3.9406;3.9412;2016-02-10
3.9636;3.9642;2016-02-11
3.9884;3.9891;2016-02-12
3.9879;3.9885;2016-02-15
4.0207;4.0213;2016-02-16
4.0312;4.0318;2016-02-17
4.0084;4.0091;2016-02-18
4.0486;4.0492;2016-02-19
3.9612;3.9618;2016-02-22
3.9678;3.9684;2016-02-23
3.9894;3.99;2016-02-24
3.9394;3.94;2016-02-25
3.9571;3.9578;2016-02-26
3.979;3.9796;2016-02-29
3.9907;3.9913;2016-03-01
3.911;3.9116;2016-03-02
3.8498;3.8504;2016-03-03
3.7182;3.7188;2016-03-04
3.7708;3.7714;2016-03-07
3.7807;3.7813;2016-03-08
3.7031;3.7037;2016-03-09
3.6694;3.67;2016-03-10
3.6265;3.6271;2016-03-11
3.6232;3.6239;2016-03-14
3.711;3.7116;2016-03-15
3.8073;3.8079;2016-03-16
3.6439;3.6445;2016-03-17
3.614;3.6146;2016-03-18
3.6223;3.6229;2016-03-21
3.6067;3.6073;2016-03-22
3.6525;3.6531;2016-03-23
3.6942;3.6948;2016-03-24
3.6401;3.6408;2016-03-28
3.6681;3.6687;2016-03-29
3.611;3.6116;2016-03-30
3.5583;3.5589;2016-03-31
3.5793;3.5799;2016-04-01
3.5865;3.5871;2016-04-04
3.6575;3.6581;2016-04-05
3.6743;3.6749;2016-04-06
3.6915;3.6921;2016-04-07
3.6379;3.6385;2016-04-08
3.5278;3.5284;2016-04-11
3.54;3.5406;2016-04-12
3.5423;3.5429;2016-04-13
3.512;3.5126;2016-04-14
3.527;3.5276;2016-04-15
3.5898;3.5904;2016-04-18
3.5532;3.5538;2016-04-19
3.5497;3.5503;2016-04-20
3.5823;3.5829;2016-04-22
3.5466;3.5472;2016-04-25
3.5294;3.5301;2016-04-26
3.5289;3.5295;2016-04-27
3.4986;3.4992;2016-04-28
3.4502;3.4508;2016-04-29
3.4985;3.4991;2016-05-02
3.5544;3.555;2016-05-03
3.5391;3.5397;2016-05-04
3.529;3.5296;2016-05-05
3.5356;3.5362;2016-05-06
3.538;3.5387;2016-05-09
3.4766;3.4772;2016-05-10
3.4639;3.4645;2016-05-11
3.4871;3.4877;2016-05-12
